date,item_id,item_name,category,store_id,units_sold,sell_price,unit_cost,fixed_costs,event_name,event_type,snap_flag,competitor_price
2013-07-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.32,1.34,500.0,None,None,0,2.35
2013-07-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.32,1.34,500.0,None,None,0,2.33
2013-07-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.32,1.34,500.0,None,None,0,2.36
2013-07-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.32,1.34,500.0,None,None,0,2.42
2013-07-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.32,1.34,500.0,None,None,0,2.34
2013-07-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.32,1.34,500.0,None,None,0,2.41
2013-07-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.32,1.34,500.0,None,None,0,2.52
2013-07-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.32,1.34,500.0,None,None,0,2.31
2013-07-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.32,1.34,500.0,None,None,0,2.35
2013-07-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.32,1.34,500.0,None,None,0,2.45
2013-07-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.32,1.34,500.0,None,None,0,2.53
2013-07-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.32,1.34,500.0,None,None,0,2.27
2013-07-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.32,1.34,500.0,None,None,0,2.23
2013-07-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.32,1.34,500.0,None,None,0,2.39
2013-07-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.32,1.34,500.0,None,None,0,2.38
2013-07-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.03,1.34,500.0,None,None,0,2.15
2013-07-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,41.0,2.03,1.34,500.0,None,None,0,2.14
2013-07-28,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,34.0,2.03,1.34,500.0,None,None,0,2.09
2013-07-29,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.03,1.34,500.0,None,None,0,2.18
2013-07-30,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.03,1.34,500.0,None,None,0,2.04
2013-07-31,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.03,1.34,500.0,None,None,0,2.11
2013-08-01,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.03,1.34,500.0,None,None,1,1.99
2013-08-02,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,40.0,2.03,1.34,500.0,None,None,1,2.09
2013-08-03,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,39.0,2.03,1.34,500.0,None,None,1,1.97
2013-08-04,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,37.0,2.03,1.34,500.0,None,None,1,2.0
2013-08-05,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.03,1.34,500.0,None,None,1,2.23
2013-08-06,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,34.0,2.03,1.34,500.0,None,None,1,1.94
2013-08-07,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.03,1.34,500.0,None,None,1,2.07
2013-08-08,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,34.0,2.03,1.34,500.0,None,None,1,2.16
2013-08-09,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.32,1.34,500.0,None,None,1,2.6
2013-08-10,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,39.0,2.33,1.34,500.0,None,None,1,2.42
2013-08-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.42
2013-08-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.33,1.34,500.0,None,None,0,2.4
2013-08-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.33,1.34,500.0,None,None,0,2.5
2013-08-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.44
2013-08-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.35
2013-08-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.33,1.34,500.0,None,None,0,2.5
2013-08-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.36
2013-08-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.33,1.34,500.0,None,None,0,2.25
2013-08-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.33,1.34,500.0,None,None,0,2.25
2013-08-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.33,1.34,500.0,None,None,0,2.38
2013-08-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.33,1.34,500.0,None,None,0,2.41
2013-08-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.33,1.34,500.0,None,None,0,2.49
2013-08-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,35.0,2.33,1.34,500.0,None,None,0,2.46
2013-08-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.41
2013-08-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.49
2013-08-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.33,1.34,500.0,None,None,0,2.4
2013-08-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.33,1.34,500.0,None,None,0,2.28
2013-08-28,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,0,2.26
2013-08-29,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,0,2.52
2013-08-30,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.19
2013-08-31,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,35.0,2.33,1.34,500.0,None,None,0,2.38
2013-09-01,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,33.0,2.33,1.34,500.0,None,None,1,2.68
2013-09-02,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,1,2.44
2013-09-03,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,1,2.38
2013-09-04,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.33,1.34,500.0,None,None,1,2.24
2013-09-05,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.33,1.34,500.0,None,None,1,2.55
2013-09-06,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.33,1.34,500.0,None,None,1,2.51
2013-09-07,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,38.0,2.33,1.34,500.0,None,None,1,2.46
2013-09-08,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.33,1.34,500.0,None,None,1,2.4
2013-09-09,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.33,1.34,500.0,None,None,1,2.45
2013-09-10,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,2.33,1.34,500.0,None,None,1,2.39
2013-09-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,0,2.31
2013-09-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.33,1.34,500.0,None,None,0,2.49
2013-09-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.33,1.34,500.0,None,None,0,2.4
2013-09-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.33,1.34,500.0,None,None,0,2.45
2013-09-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,0,2.39
2013-09-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,0,2.44
2013-09-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.33,1.34,500.0,None,None,0,2.4
2013-09-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,0,2.39
2013-09-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.04,1.34,500.0,None,None,0,2.1
2013-09-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.04,1.34,500.0,None,None,0,2.34
2013-09-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,34.0,2.04,1.34,500.0,None,None,0,2.17
2013-09-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.04,1.34,500.0,None,None,0,2.31
2013-09-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,13.0,2.04,1.34,500.0,None,None,0,2.1
2013-09-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.04,1.34,500.0,None,None,0,2.08
2013-09-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.04,1.34,500.0,None,None,0,2.01
2013-09-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,0,2.55
2013-09-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.32
2013-09-28,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.33,1.34,500.0,None,None,0,2.57
2013-09-29,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,0,2.31
2013-09-30,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.33,1.34,500.0,None,None,0,2.48
2013-10-01,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.33,1.34,500.0,None,None,1,2.25
2013-10-02,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,1,2.36
2013-10-03,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,1,2.4
2013-10-04,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,33.0,2.33,1.34,500.0,None,None,1,2.34
2013-10-05,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,36.0,2.33,1.34,500.0,None,None,1,2.38
2013-10-06,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,2.33,1.34,500.0,None,None,1,2.38
2013-10-07,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.33,1.34,500.0,None,None,1,2.48
2013-10-08,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,1,2.21
2013-10-09,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,1,2.35
2013-10-10,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,1,2.52
2013-10-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.45
2013-10-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.52
2013-10-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.33,1.34,500.0,None,None,0,2.47
2013-10-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,17.0,2.33,1.34,500.0,None,None,0,2.3
2013-10-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.33,1.34,500.0,None,None,0,2.46
2013-10-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.33,1.34,500.0,None,None,0,2.41
2013-10-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.33,1.34,500.0,None,None,0,2.61
2013-10-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.47
2013-10-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.33,1.34,500.0,None,None,0,2.45
2013-10-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,0,2.46
2013-10-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,0,2.44
2013-10-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.33,1.34,500.0,None,None,0,2.44
2013-10-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.33,1.34,500.0,None,None,0,2.38
2013-10-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,0,2.45
2013-10-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,2.33,1.34,500.0,None,None,0,2.49
2013-10-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,2.33,1.34,500.0,None,None,0,2.5
2013-10-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.33,1.34,500.0,None,None,0,2.49
2013-10-28,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,0,2.54
2013-10-29,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,0,2.5
2013-10-30,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.33,1.34,500.0,None,None,0,2.46
2013-10-31,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.33,1.34,500.0,Halloween,Cultural,0,2.29
2013-11-01,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,31.0,2.33,1.34,500.0,None,None,1,2.29
2013-11-02,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,36.0,2.33,1.34,500.0,None,None,1,2.38
2013-11-03,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,1,2.4
2013-11-04,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.33,1.34,500.0,None,None,1,2.53
2013-11-05,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,1,2.14
2013-11-06,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.33,1.34,500.0,None,None,1,2.3
2013-11-07,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.33,1.34,500.0,None,None,1,2.38
2013-11-08,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,2.33,1.34,500.0,None,None,1,2.31
2013-11-09,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,32.0,2.33,1.34,500.0,None,None,1,2.33
2013-11-10,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.33,1.34,500.0,None,None,1,2.35
2013-11-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.33,1.34,500.0,None,None,0,2.31
2013-11-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.33,1.34,500.0,None,None,0,2.33
2013-11-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,17.0,2.33,1.34,500.0,None,None,0,2.53
2013-11-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.33,1.34,500.0,None,None,0,2.46
2013-11-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.33,1.34,500.0,None,None,0,2.47
2013-11-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.4
2013-11-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.33,1.34,500.0,None,None,0,2.49
2013-11-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.33,1.34,500.0,None,None,0,2.48
2013-11-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.33,1.34,500.0,None,None,0,2.46
2013-11-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.33,1.34,500.0,None,None,0,2.34
2013-11-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.33,1.34,500.0,None,None,0,2.36
2013-11-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.5
2013-11-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.33,1.34,500.0,None,None,0,2.35
2013-11-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,28.0,2.33,1.34,500.0,None,None,0,2.28
2013-11-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.33,1.34,500.0,None,None,0,2.35
2013-11-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.34,1.34,500.0,None,None,0,2.56
2013-11-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.34,1.34,500.0,None,None,0,2.36
2013-11-28,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,37.0,1.92,1.34,500.0,Thanksgiving,National,0,2.0
2013-11-29,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,1.92,1.34,500.0,None,None,0,1.93
2013-11-30,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,30.0,1.92,1.34,500.0,None,None,0,2.04
2013-12-01,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,1.92,1.34,500.0,None,None,1,2.02
2013-12-02,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,1.92,1.34,500.0,None,None,1,1.86
2013-12-03,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,1.92,1.34,500.0,None,None,1,2.0
2013-12-04,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,1.92,1.34,500.0,None,None,1,1.85
2013-12-05,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,1.92,1.34,500.0,None,None,1,1.94
2013-12-06,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,1.92,1.34,500.0,None,None,1,1.98
2013-12-07,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,1.92,1.34,500.0,None,None,1,2.12
2013-12-08,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,1.92,1.34,500.0,None,None,1,2.0
2013-12-09,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,1.92,1.34,500.0,None,None,1,1.92
2013-12-10,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,1.92,1.34,500.0,None,None,1,1.95
2013-12-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,1.92,1.34,500.0,None,None,0,2.05
2013-12-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.34,1.34,500.0,None,None,0,2.34
2013-12-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.51
2013-12-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.34,1.34,500.0,None,None,0,2.36
2013-12-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.34,1.34,500.0,None,None,0,2.32
2013-12-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.34,1.34,500.0,None,None,0,2.36
2013-12-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,15.0,2.34,1.34,500.0,None,None,0,2.26
2013-12-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.34,1.34,500.0,None,None,0,2.21
2013-12-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.34,1.34,500.0,None,None,0,2.4
2013-12-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.4
2013-12-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.34,1.34,500.0,None,None,0,2.43
2013-12-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.34,1.34,500.0,None,None,0,2.4
2013-12-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.34,1.34,500.0,None,None,0,2.63
2013-12-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.34,1.34,500.0,None,None,0,2.43
2013-12-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,0.0,2.34,1.34,500.0,Christmas,National,0,2.28
2013-12-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.34,1.34,500.0,None,None,0,2.31
2013-12-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.34,1.34,500.0,None,None,0,2.41
2013-12-28,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.37
2013-12-29,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.34,1.34,500.0,None,None,0,2.3
2013-12-30,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,16.0,2.34,1.34,500.0,None,None,0,2.4
2013-12-31,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.34,1.34,500.0,None,None,0,2.41
2014-01-01,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,NewYear,National,1,2.56
2014-01-02,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.34,1.34,500.0,None,None,1,2.32
2014-01-03,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.34,1.34,500.0,None,None,1,2.37
2014-01-04,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,29.0,2.34,1.34,500.0,None,None,1,2.56
2014-01-05,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.34,1.34,500.0,None,None,1,2.44
2014-01-06,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,17.0,2.34,1.34,500.0,None,None,1,2.32
2014-01-07,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,20.0,2.34,1.34,500.0,None,None,1,2.34
2014-01-08,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,23.0,2.34,1.34,500.0,None,None,1,2.3
2014-01-09,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,18.0,2.34,1.34,500.0,None,None,1,2.42
2014-01-10,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,27.0,2.34,1.34,500.0,None,None,1,2.51
2014-01-11,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.34,1.34,500.0,None,None,0,2.56
2014-01-12,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.34,1.34,500.0,None,None,0,2.27
2014-01-13,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,14.0,2.34,1.34,500.0,None,None,0,2.49
2014-01-14,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,17.0,2.34,1.34,500.0,None,None,0,2.43
2014-01-15,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.34,1.34,500.0,None,None,0,2.39
2014-01-16,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.34,1.34,500.0,None,None,0,2.37
2014-01-17,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,24.0,2.34,1.34,500.0,None,None,0,2.23
2014-01-18,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,21.0,2.34,1.34,500.0,None,None,0,2.47
2014-01-19,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.29
2014-01-20,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.34
2014-01-21,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,19.0,2.34,1.34,500.0,None,None,0,2.45
2014-01-22,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.24
2014-01-23,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.29
2014-01-24,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,26.0,2.34,1.34,500.0,None,None,0,2.52
2014-01-25,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,25.0,2.34,1.34,500.0,None,None,0,2.42
2014-01-26,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,22.0,2.34,1.34,500.0,None,None,0,2.35
2014-01-27,FOODS_1_001_CA_1,Packaged Staples Item 001,FOODS,CA_1,17.0,2.34,1.34,500.0,None,None,0,2.42
